Year,Quarter,Month,Full Date,Category,Sub Category,Customer Age Group,Customer Gender,Customer Country,Sales Territory,Revenue,Number Of Orders
2016,2016-2,2016-04,4/8/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,334436.2158,1673
2016,2016-2,2016-04,4/8/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,259950.9736,1300
2016,2016-2,2016-04,4/8/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,43848.0839,220
2016,2016-2,2016-04,4/8/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,544449.1795,2723
2016,2016-2,2016-04,4/8/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,427071.6804,2136
2016,2016-2,2016-04,4/8/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,188633.5605,944
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,196649.0215,984
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,124922.5166,625
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,722593.5194,3613
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,591025.8568,2956
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,501997.9695,2510
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,361542.6938,1808
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,528101.6425,2641
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,842275.177,4212
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,684938.3188,3425
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,219995.9284,1100
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,61748.69917,309
2016,2016-2,2016-04,4/9/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,123606.6623,619
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,600245.3703,3002
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,111125.3016,556
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,242531.483,1213
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,492338.6189,2462
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,418009.5446,2091
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,900845.7536,4505
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,536886.0813,2685
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,150232.3374,752
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,654025.7385,3271
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,136323.0882,682
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,522167.4554,2611
2016,2016-2,2016-04,4/10/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,169157.5173,846
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,124508.0702,623
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,357932.8668,1790
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,222483.7707,1113
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,534269.5956,2672
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,45246.93763,227
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,582949.1322,2915
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,539153.0034,2696
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,144793.5578,724
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,845896.3273,4230
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,74509.72319,373
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,75777.59711,379
2016,2016-2,2016-04,4/11/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,71512.02713,358
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,282985.3467,1415
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,538195.2043,2691
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,836601.7407,4184
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,348904.6534,1745
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,297368.9857,1487
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,418491.1263,2093
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,1045361.505,5227
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,940424.1185,4703
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,298897.8495,1495
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,516916.3759,2585
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,412418.4931,2063
2016,2016-2,2016-04,4/12/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,127360.2736,637
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,798982.2746,3995
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,4738.705158,24
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,121397.0455,607
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,130879.3139,655
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,890539.7179,4453
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,676645.325,3384
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,553079.6048,2766
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,785263.6937,3927
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,210188.385,1051
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,423624.5944,2119
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,303956.6564,1520
2016,2016-2,2016-04,4/13/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,117631.8118,589
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,625624.0353,3129
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,401630.7843,2009
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,202626.7785,1014
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,919157.736,4596
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,17055.38656,86
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,229916.6721,1150
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,616898.5964,3085
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,164628.5374,824
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,141241.2832,707
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,302450.8787,1513
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,361567.5633,1808
2016,2016-2,2016-04,4/14/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,157197.8639,786
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,222826.7003,1115
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,174834.0178,875
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,1065391.742,5327
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,84997.34744,425
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,950702.6414,4754
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,116319.7266,582
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,135774.9994,679
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,24419.70531,123
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,513594.159,2568
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,509963.1595,2550
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,282422.038,1413
2016,2016-2,2016-04,4/15/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,508321.7832,2542
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,101659.2081,509
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,61557.69866,308
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,355470.5898,1778
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,312061.4246,1561
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,647247.3731,3237
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,806551.4965,4033
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,479203.2381,2397
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,296410.8554,1483
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,481314.5707,2407
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,585753.8356,2929
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,320567.8522,1603
2016,2016-2,2016-04,4/16/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,181349.5761,907
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,427120.3768,2136
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,244021.9764,1221
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,293784.864,1469
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,6046.629666,31
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,635417.6413,3178
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,121700.7422,609
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,272787.8603,1364
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,753001.0599,3766
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,450043.306,2251
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,629460.6249,3148
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,95886.03024,480
2016,2016-2,2016-04,4/17/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,293096.4498,1466
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,311107.7249,1556
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,201706.6313,1009
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,295903.3696,1480
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,240611.6693,1204
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,385998.1726,1930
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,512742.5226,2564
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,342278.4602,1712
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,125740.2651,629
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,166904.3584,835
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,553864.5951,2770
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,373339.756,1867
2016,2016-2,2016-04,4/18/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,267091.4492,1336
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,158786.8128,794
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,414460.8801,2073
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,522959.0257,2615
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,97108.41063,486
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,495667.3168,2479
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,359889.9704,1800
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,615253.2309,3077
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,29069.01043,146
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,400589.6618,2003
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,562263.0691,2812
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,64741.01634,324
2016,2016-2,2016-04,4/19/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,243086.6731,1216
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,77396.6849,387
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,270631.4965,1354
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,810988.6674,4055
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,743930.7867,3720
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,368954.2903,1845
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,321123.8646,1606
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,224397.3473,1122
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,33477.0975,168
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,598355.5347,2992
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,257146.6521,1286
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,373296.8131,1867
2016,2016-2,2016-04,4/20/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,31254.68346,157
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,338781.0943,1694
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,477565.8703,2388
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,142519.9286,713
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,734162.9531,3671
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,23587.09584,118
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,694372.2139,3472
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,423566.354,2118
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,537301.6581,2687
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,74739.71043,374
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,116451.6992,583
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,10062.50322,51
2016,2016-2,2016-04,4/21/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,221115.875,1106
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,303892.4798,1520
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,343338.6102,1717
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,816660.1802,4084
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,581949.0676,2910
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,384619.9379,1924
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,686726.8337,3434
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,540296.8427,2702
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,665957.3923,3330
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,222718.146,1114
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,422088.4424,2111
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,60305.98358,302
2016,2016-2,2016-04,4/22/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,346539.9073,1733
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,292984.958,1465
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,39280.60022,197
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,696582.8252,3483
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,350288.543,1752
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,164453.4599,823
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,733215.7801,3667
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,500182.7634,2501
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,281862.6325,1410
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,595903.2773,2980
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,497898.3008,2490
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,103465.9832,518
2016,2016-2,2016-04,4/23/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,126048.9989,631
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,419524.9473,2098
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,307402.2068,1538
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,842332.8698,4212
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,30552.07391,153
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,678565.9359,3393
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,290173.1522,1451
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,455626.8521,2279
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,162520.3231,813
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,51900.06106,260
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,264160.1263,1321
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,124356.877,622
2016,2016-2,2016-04,4/24/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,164498.8027,823
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,329286.7404,1647
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,335722.907,1679
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,801495.7603,4008
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,499164.472,2496
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,506518.3473,2533
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,23651.46953,119
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,594724.362,2974
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,534956.5682,2675
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,53943.7638,270
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,376315.9674,1882
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,115210.0694,577
2016,2016-2,2016-04,4/25/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,142872.2246,715
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,244360.7702,1222
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,225912.4022,1130
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,306273.5311,1532
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,864020.8583,4321
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,31678.02007,159
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,563082.6732,2816
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,323135.8369,1616
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,432774.1489,2164
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,66318.986,332
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,532064.3945,2661
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,291635.5363,1459
2016,2016-2,2016-04,4/26/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,239173.7973,1196
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,190329.8119,952
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,79270.6384,397
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,482506.2081,2413
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,661508.5175,3308
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,221807.7269,1110
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,766034.2028,3831
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,118876.6479,595
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,538627.6963,2694
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,152430.8039,763
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,37371.54059,187
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,95451.92372,478
2016,2016-2,2016-04,4/27/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,280179.465,1401
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,249839.8064,1250
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,58606.23273,294
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,148035.8682,741
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,124378.535,622
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,377373.7252,1887
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,660341.0435,3302
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,342991.0936,1715
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 40-49,F,USA,All,438726.0885,2194
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 50-59,M,USA,All,297082.3928,1486
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 50-59,F,USA,All,433771.7651,2169
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 60 or above,M,USA,All,178838.5962,895
2016,2016-2,2016-04,4/28/2016,Clothing & Shoes,All,Age 60 or above,F,USA,All,97043.03717,486
2016,2016-2,2016-04,4/29/2016,Clothing & Shoes,All,Age 24 or less,M,USA,All,435563.1592,2178
2016,2016-2,2016-04,4/29/2016,Clothing & Shoes,All,Age 24 or less,F,USA,All,473366.6959,2367
2016,2016-2,2016-04,4/29/2016,Clothing & Shoes,All,Age 25-31,M,USA,All,920686.9722,4604
2016,2016-2,2016-04,4/29/2016,Clothing & Shoes,All,Age 25-31,F,USA,All,846616.5052,4234
2016,2016-2,2016-04,4/29/2016,Clothing & Shoes,All,Age 32-39,M,USA,All,173405.317,868
2016,2016-2,2016-04,4/29/2016,Clothing & Shoes,All,Age 32-39,F,USA,All,128785.874,644
2016,2016-2,2016-04,4/29/2016,Clothing & Shoes,All,Age 40-49,M,USA,All,489233.4259,2447
